Author,SkillName,FullURL,AIType
bowen-dotcom,"X/Twitter All-in-One: 30+ APIs, OAuth Post, One Key",https://clawhub.ai/kn74pdks0k3ghs09pk2axym55h80xn01/aisa-twitter-skill,AISAAPI
bowen-dotcom,YouTube SERP Scout,https://clawhub.ai/kn74pdks0k3ghs09pk2axym55h80xn01/aisa-youtube-skill,AISAAPI
bowen-dotcom,Intelligent Search Agent,https://clawhub.ai/kn74pdks0k3ghs09pk2axym55h80xn01/aisa-search-skill,AISAAPI
chaimengphp,X Twitter Command Center (Search + Post + Interact),https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/openclaw-aisa-twitter,AISAAPI
chaimengphp,Find and analyze arbitrage opportunities across prediction markets like Polymarket and Kalshi,https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/openclaw-aisa-prediction-market-arbitrage,AISAAPI
chaimengphp,"Prediction markets data - Polymarket, Kalshi markets, prices, positions, and trades",https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/openclaw-aisa-prediction-market,AISAAPI
chaimengphp,Perplexity Sonar Search,https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/aisaclaw-perplexity-search,AISAAPI
chaimengphp,Unified API for powerful image and video generation,https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/openclaw-aisa-media-gen,AISAAPI
chaimengphp,"One API key for 70+ AI models. Route to GPT, Claude, Gemini, Grok and more",https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/openclaw-aisa-llm-gateway-route,AISAAPI
chaimengphp,"One API key for Chinese AI models. Route to Qwen, Deepseek",https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/openclaw-aisa-cn-llm,AISAAPI
chaimengphp,MarketPulse (Stocks + Crypto Data),https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/openclaw-aisa-market-pulse,AISAAPI
chaimengphp,YouTube SERP Scout (Rank + Discover),https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/openclaw-aisa-youtube-search,AISAAPI
chaimengphp,Verified Research Engine (Web + Academic + Confidence Score),https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/openclaw-aisa-search,AISAAPI
chaimengphp,X Twitter Command Center (Search + Post),https://clawhub.ai/kn78gmwngrm7wzprfdf96g59rx80wnrt/openclaw-aisa-twitter-search,AISAAPI
karensheng,Prediction Markets Arbitrage,https://clawhub.ai/kn7091kqhak4t7mrx06be2c63n80hkmk/prediction-market-arb,AISAAPI
karensheng,Prediction Market Data Aggregator,https://clawhub.ai/kn7091kqhak4t7mrx06be2c63n80hkmk/prediction-agg,AISAAPI
karensheng,"Twitter Intelligence & Automation — Read, Search, Write & Post (Text & Media)",https://clawhub.ai/kn7091kqhak4t7mrx06be2c63n80hkmk/x-intelligence-automation,AISAAPI
